layer,ranking,movie_id,movie_name,cluster_name,character_score,release_score,rating_score,total_score
1,0,4043665651,Isle of Dogs,animal,2.000000,2.000000,4.000000,8.0
1,1,905801531,How to Train Your Dragon 2,animal,2.000000,2.000000,3.900000,7.9
1,2,906837702,Shaun the Sheep Movie,animal,2.000000,2.000000,3.700000,7.7
1,3,907784531,Finding Dory,animal,2.000000,2.000000,3.650000,7.65
1,4,903622406,The Peanuts Movie,animal,2.000000,2.000000,3.550000,7.550000000000001
1,5,2012569545,Sing,animal,2.000000,2.000000,3.550000,7.550000000000001
1,6,1357199203,The Adventures of Pepper and Paula,animal,2.000000,2.000000,3.450000,7.45
1,7,916207758,Mr. Peabody & Sherman,animal,2.000000,2.000000,3.400000,7.4
1,8,1065094665,Max,animal,2.000000,2.000000,3.400000,7.4
1,9,1520991455,Storks,animal,2.000000,2.000000,3.400000,7.4
1,10,908325178,Penguins of Madagascar,animal,2.000000,2.000000,3.350000,7.35
1,11,906721986,The Good Dinosaur,animal,2.000000,2.000000,3.350000,7.35
1,12,1381083925,Pete's Dragon,animal,2.000000,2.000000,3.350000,7.35
1,13,906863827,Ferdinand,animal,2.000000,2.000000,3.350000,7.35
1,14,1352079598,A Girl's Best Friend,animal,2.000000,2.000000,3.300000,7.300000000000001
1,15,3195628081,Peter Rabbit,animal,2.000000,2.000000,3.300000,7.300000000000001
1,16,1064963796,The Secret Life of Pets,animal,2.000000,2.000000,3.250000,7.25
1,17,904519496,Dolphin Tale 2,animal,2.000000,2.000000,3.200000,7.2
1,18,5830189854,Benji,animal,2.000000,2.000000,3.200000,7.2
1,19,906202903,Rio 2,animal,2.000000,2.000000,3.150000,7.15
1,20,1728659727,Pokémon the Movie: Hoopa and the Clash of Ages,animal,2.000000,2.000000,3.050000,7.050000000000001
1,21,2038104917,My Little Pony: The Movie,animal,2.000000,2.000000,3.050000,7.050000000000001
1,22,3283950291,Rescue Dogs,animal,2.000000,2.000000,3.000000,7.0
1,23,3666786111,Rock Dog,animal,2.000000,2.000000,2.950000,6.95
1,24,1636804759,Huevos: Little Rooster's Egg-cellent Adventure,animal,2.000000,2.000000,2.900000,6.9
1,25,915297124,Ice Age: Collision Course,animal,2.000000,2.000000,2.850000,6.85
